prefecture,prefecture_slug,city,name,official_url,futsuu_nirin,oogata_nirin,source_url,verified_at
鳥取県,tottori,倉吉市,鳥取県中央自動車学校,https://www.chuoauto.jp/,1,0,https://www.pref.tottori.lg.jp/320880.htm,2026-08-25
鳥取県,tottori,倉吉市,鳥取県自動車学校,https://www.torids.jp/,1,1,https://www.pref.tottori.lg.jp/320880.htm,2026-08-24
鳥取県,tottori,東伯郡北栄町,鳥取県倉吉自動車学校,https://www.kurayoshi-ds.com/,1,1,https://www.pref.tottori.lg.jp/320880.htm,2026-08-23
鳥取県,tottori,米子市,山陰中央自動車学校,https://www.san-in.com/,1,1,https://www.pref.tottori.lg.jp/320880.htm,2026-08-23
鳥取県,tottori,米子市,米子自動車学校,https://yojiga.net/,1,1,https://www.pref.tottori.lg.jp/320880.htm,2026-08-23
鳥取県,tottori,米子市,米子西部自動車学校,https://ds-seibu.com/,1,0,https://www.pref.tottori.lg.jp/320880.htm,2026-08-23
鳥取県,tottori,鳥取市,イナバ自動車学校,https://www.inaba.ac.jp/,1,1,https://www.pref.tottori.lg.jp/320880.htm,2026-08-23
鳥取県,tottori,鳥取市,日本海自動車学校,https://www.nihonkai-ds.co.jp/,1,1,https://www.pref.tottori.lg.jp/320880.htm,2026-08-23
