prefecture_slug,name,address
shimane,出雲自動車学校,出雲市塩冶町278-1
shimane,出雲高等自動車教習所,出雲市上塩冶町2486
shimane,安来自動車教習所,安来市荒島町1774-3
shimane,島根自動車学校,松江市西津田5丁目23-23
shimane,平田自動車教習所,出雲市国富町843-3
shimane,木次自動車教習所,雲南市木次町下熊谷489-1
shimane,松江城北自動車教習所,松江市春日町698
shimane,松江浜乃木自動車教習所,松江市浜乃木3-5-2
shimane,浜田自動車教習所,浜田市河内町1931
shimane,益田ドライビングスクール,益田市安富町3330-1
