prefecture_slug,name,address
aomori,マツダドライビングスクール青森,青森市石江江渡97-9
aomori,五所川原モータースクール,五所川原市大字湊字千鳥93-2
aomori,八戸モータースクール,八戸市石堂4丁目7-32
aomori,八戸ライセンススクール,三戸郡階上町蒼前東3丁目6-225
aomori,十和田中央モータースクール,十和田市東十四番町52-1
aomori,弘前モータースクール,弘前市和泉1丁目3-1
aomori,津軽自動車学校,つがる市柏稲盛岡本24
aomori,青森モータースクール,青森市妙見1丁目2-2
aomori,青森東部自動車学校,青森市原別8丁目2番1号
aomori,黒石自動車教習所,黒石市竹田町5
aomori,上北自動車学校,上北郡東北町字家ノ下タ39-3
